ID,EIS_filename,question_type,question,groundtruth_answer,context
EIS00247,eis_FirstNet,evaluation,How does the deployment and operation of the Preferred Alternative assess the potential impacts on wetlands as defined by the Clean Water Act?,"According to the section ES-5.5 on wetlands, the operation of the Preferred Alternative would result in minimal potential impacts to wetlands, whereas the deployment process is more likely to impact them.","ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00248,eis_FirstNet,evaluation,What mitigation measures are proposed to minimize potential impacts on wetlands during the deployment of the Preferred Alternative?,"The section refers to Best Management Practices (BMPs) and mitigation measures that could be used to avoid or minimize potential impacts to wetlands during deployment, as discussed in Table ES5-5.","ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00249,eis_FirstNet,inference, what stage of the Preferred Alternative would more likely affect wetlands?,Wetlands would more likely be affected during the deployment stage of the Preferred Alternative.,"ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00250,eis_FirstNet,inference, what is the name of that alternative?,The alternative to the Preferred Alternative assessed in Section ES-7.1 is the Deployable Technology Alternative.,"ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00251,eis_FirstNet,problem-solving,How can the impacts to wetlands be assessed before the deployment of the Preferred Alternative to ensure compliance with the Clean Water Act?,"To assess the impacts to wetlands before deployment, it would be necessary to conduct a wetland delineation and assessment to identify the areas as defined by the Clean Water Act. This should be followed by an evaluation of how the deployment activities might affect the saturation and vegetation of these areas and the development of strategies to avoid or minimize potential impacts. The Clean Water Act and its definitions would serve as regulatory guidance for this assessment.","ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00252,eis_FirstNet,recall,What is the definition of wetlands according to the Clean Water Act?,"Wetlands are defined as 'those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions'.","ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00253,eis_FirstNet,recall,When would the potential impacts to wetlands be more likely according to the summary of impacts for the Preferred Alternative?,Potential impacts to wetlands would be more likely during deployment rather than operation.,"ES-5.5 WETLANDS 
The Clean Water Act defines wetlands as ""those areas that are inundated or saturated by surface or groundwater at a frequency and duration sufficient to support, and that under normal circumstances do support, a prevalence of vegetation typically adapted for life in saturated soil conditions. Wetlands generally include swamps, marshes, bogs and similar areas"" (40 CFR 230.3(t), 1993). 
This section describes potential impacts to wetland resources associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-5). Potential impacts associated with the Deployable Technology Alternative are discussed in Section ES-7.1 (below). 
Summary of Impacts 
In general, operation of the Preferred Alternative would involve minimal potential impacts to wetlands. Potential impacts would instead be more likely during deployment.
"
EIS00254,eis_FirstNet,closed,Is air quality determined by the size and topography of an area?,Yes,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00255,eis_FirstNet,closed,Does the U.S. Environmental Protection Agency classify areas within the United States?,Yes,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00256,eis_FirstNet,closed,Are pollutant levels typically expressed in parts per billion (ppb)?,No,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00257,eis_FirstNet,closed,Will the operation of the Preferred Alternative generally result in significant potential impacts to air quality?,No,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00258,eis_FirstNet,closed,Would vehicle emissions occur due to the periodic inspection of structures under the Preferred Alternative?,Yes,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00259,eis_FirstNet,closed,Is the Preferred Alternative likely to have more air quality impacts during operation rather than deployment?,No,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00260,eis_FirstNet,closed,Are air pollution concentrations measured in units of milligrams per cubic meter (mg/m3)?,No,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00261,eis_FirstNet,closed,Does the section ES-5.12 include a discussion on BMPs and mitigation measures?,Yes,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00262,eis_FirstNet,closed,Are emissions from power generators part of the Preferred Alternative's potential impacts to air quality?,Yes,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00263,eis_FirstNet,closed,Are pollutant levels expressed in terms of cubic meters per microgram (cm3/μg)?,No,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00264,eis_FirstNet,funnel,What determines air quality in a geographic area?,"Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions.","ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00265,eis_FirstNet,funnel,How does the U.S. Environmental Protection Agency (USEPA) classify areas based on air pollution levels?,"The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards.","ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00266,eis_FirstNet,funnel,What are typical units for expressing pollutant levels and concentrations in the atmosphere?,The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3) determined over various periods of time (averaging time).,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00267,eis_FirstNet,funnel,"Which phase of the Preferred Alternative is likely to cause more air quality impacts, deployment or operation, and why?",Potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00268,eis_FirstNet,funnel,What Best Management Practices (BMPs) and mitigation measures are discussed for air quality impacts?,"The section describes BMPs and mitigation measures that could avoid or minimize the potential impacts to air quality associated with deployment and operation of the Preferred Alternative, detailed in Table ES5-13.","ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00269,eis_FirstNet,inference,"If an area is designated as a nonattainment or maintenance area by the USEPA, what could be inferred about its air quality compared to areas designated as attainment or unclassifiable?",An area designated as nonattainment or maintenance would have poorer air quality with higher concentrations of air pollutants compared to areas designated as attainment or unclassifiable.,"ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00270,eis_FirstNet,inference,"If the operation of the Preferred Alternative involves minimal potential impacts to air quality mostly from vehicle emissions and emergency operations, what might be inferred about its impact on air quality during regular conditions?","During regular conditions, the Preferred Alternative's impact on air quality would likely be negligible or very low, as the most significant emissions occur during deployment or emergency situations.","ES-5.12 AIR QUALITY 
Air quality in a geographic area is determined by the type and amount of pollutants emitted into the atmosphere, the size and topography of the area, and the prevailing weather and climate conditions. The levels of pollutants and pollutant concentrations in the atmosphere are typically expressed in units of parts per million (ppm) or micrograms per cubic meter (μg/m3 ) determined over various periods of time (averaging time). The U.S. Environmental Protection Agency (USEPA) designates areas within the United States as attainment, nonattainment, maintenance, or unclassifiable depending on the concentration of air pollution relative to ambient air quality standards. 
This section describes potential impacts to air quality associated with deployment and operation of the Preferred Alternative, and discusses BMPs and mitigation measures that could avoid or minimize those potential impacts (see Table ES5-13). In general, operation of the Preferred Alternative would involve minimal potential impacts to air quality, generally limited to vehicle emissions associated with periodic inspection of structures, emissions from power generators, or operation of deployables during times of emergency. These cases notwithstanding, potential air quality impacts from the Preferred Alternative would be more likely during deployment due to emissions from the heavy equipment used in deployment.
"
EIS00271,eis_FirstNet,closed,Does noise often interfere with normal human activities?,yes,"ES-5.13 NOISE AND VIBRATION 
Noise is caused by pressure variations that the human ear can detect and is often defined as unwanted sound (USEPA, 2012). Noise is one of the most common environmental issues that interferes with normal human activities and otherwise diminishes the quality of the human environment. Typical sources of noise and vibrations that result in this type of interference in urban and suburban surroundings includes interstate and local roadway traffic, rail traffic, industrial activities, aircraft, and neighborhood sources, such as lawn mowers and leaf blowers. 
Ground-borne vibrations, which in many instances can be caused by tools or equipment that generate noise, can also result from roadway traffic, rail traffic, and industrial activities as well as from some construction-related activities such as blasting, pile-driving, vibratory compaction, demolition, and drilling. Unlike noise, most ground-borne vibrations are not typically experienced every day by most people because the existing environment does not include a significant number of perceptible ground-borne vibration events.
"
EIS00272,eis_FirstNet,closed,Is noise defined as unwanted sound by the USEPA?,yes,"ES-5.13 NOISE AND VIBRATION 
Noise is caused by pressure variations that the human ear can detect and is often defined as unwanted sound (USEPA, 2012). Noise is one of the most common environmental issues that interferes with normal human activities and otherwise diminishes the quality of the human environment. Typical sources of noise and vibrations that result in this type of interference in urban and suburban surroundings includes interstate and local roadway traffic, rail traffic, industrial activities, aircraft, and neighborhood sources, such as lawn mowers and leaf blowers. 
Ground-borne vibrations, which in many instances can be caused by tools or equipment that generate noise, can also result from roadway traffic, rail traffic, and industrial activities as well as from some construction-related activities such as blasting, pile-driving, vibratory compaction, demolition, and drilling. Unlike noise, most ground-borne vibrations are not typically experienced every day by most people because the existing environment does not include a significant number of perceptible ground-borne vibration events.
"
EIS00273,eis_FirstNet,closed,Are lawn mowers and leaf blowers typical sources of noise in rural areas?,no,"ES-5.13 NOISE AND VIBRATION 
Noise is caused by pressure variations that the human ear can detect and is often defined as unwanted sound (USEPA, 2012). Noise is one of the most common environmental issues that interferes with normal human activities and otherwise diminishes the quality of the human environment. Typical sources of noise and vibrations that result in this type of interference in urban and suburban surroundings includes interstate and local roadway traffic, rail traffic, industrial activities, aircraft, and neighborhood sources, such as lawn mowers and leaf blowers. 
Ground-borne vibrations, which in many instances can be caused by tools or equipment that generate noise, can also result from roadway traffic, rail traffic, and industrial activities as well as from some construction-related activities such as blasting, pile-driving, vibratory compaction, demolition, and drilling. Unlike noise, most ground-borne vibrations are not typically experienced every day by most people because the existing environment does not include a significant number of perceptible ground-borne vibration events.
"
EIS00274,eis_FirstNet,closed,Can ground-borne vibrations be caused by roadway traffic?,yes,"ES-5.13 NOISE AND VIBRATION 
Noise is caused by pressure variations that the human ear can detect and is often defined as unwanted sound (USEPA, 2012). Noise is one of the most common environmental issues that interferes with normal human activities and otherwise diminishes the quality of the human environment. Typical sources of noise and vibrations that result in this type of interference in urban and suburban surroundings includes interstate and local roadway traffic, rail traffic, industrial activities, aircraft, and neighborhood sources, such as lawn mowers and leaf blowers. 
Ground-borne vibrations, which in many instances can be caused by tools or equipment that generate noise, can also result from roadway traffic, rail traffic, and industrial activities as well as from some construction-related activities such as blasting, pile-driving, vibratory compaction, demolition, and drilling. Unlike noise, most ground-borne vibrations are not typically experienced every day by most people because the existing environment does not include a significant number of perceptible ground-borne vibration events.
"
